Time;Humidity;Atmospheric_Temp;Soil_Temp;Soil_Moisture
2017-07-11 14:00:21+00:00;3.859.263.194.366.420;13.467.101.988.225.900;13,40;100
2017-07-11 15:00:21+00:00;29.527.906.446.070.300;19.734.582.161.152.200;16,73;100
2017-07-11 16:00:21+00:00;174.346.551.337.109;14.006.944.431.011.200;1,28;7
2017-07-11 17:00:21+00:00;2.983.481.199.283.580;13.438.621.110.695.800;9,45;58
2017-07-11 18:00:21+00:00;3.324.866.270.171.740;14.453.465.947.908.200;9,70;100
2017-07-11 19:00:21+00:00;4.957.229.865.740.790;14.166.614.458.115.600;11,39;100
2017-07-11 20:00:21+00:00;4.092.311.713.173.930;10.337.747.679.988.100;9,59;100
2017-07-11 21:00:21+00:00;3.668.746.758.383.360;11.833.756.521.186.300;9,26;100
2017-07-11 22:00:21+00:00;26.435.470.893.180.000;14.448.365.943.626.500;14,84;95
2017-07-11 23:00:21+00:00;29.917.140.530.938.900;11.610.026.553.366.200;10,42;14
2017-07-12 00:00:21+00:00;12.219.580.882.906.800;15.096.289.361.948.500;11,47;100
2017-07-12 01:00:21+00:00;3.807.012.664.758.900;1.361.256.349.114.080;10,58;100
2017-07-12 02:00:21+00:00;18.388.673.593.033.400;15.797.648.628.611.400;11,54;11
2017-07-12 03:00:21+00:00;3.083.280.791.070.990;13.224.874.382.560.500;11,53;100
2017-07-12 04:00:21+00:00;4.781.697.389.434.040;14.693.707.279.600.000;1,10;100
2017-07-12 05:00:21+00:00;4.030.406.871.380.080;9.129.688.431.645.870;7,70;100
2017-07-12 06:00:21+00:00;4.101.287.729.152.050;9.620.609.390.108.410;1,08;15
2017-07-12 07:00:21+00:00;5.164.286.106.499.210;11.576.208.042.638.100;10,17;100
2017-07-12 08:00:21+00:00;4.362.741.889.187.280;14.279.365.505.732.900;11,32;48
2017-07-12 09:00:21+00:00;3.423.845.563.558.590;11.629.831.411.901.400;8,86;100
2017-07-12 10:00:21+00:00;8.936.803.079.240.220;15.291.230.951.779.800;14,87;10
2017-07-12 11:00:21+00:00;2.947.473.834.266.970;14.463.312.287.752.500;1,24;100
2017-07-12 12:00:21+00:00;3.457.080.683.842.160;12.412.081.580.257.300;1,14;100
2017-07-12 13:00:21+00:00;3.507.834.708.043.330;14.068.165.016.937.500;10,09;75
2017-07-12 14:00:21+00:00;1.497.115.602.979.220;12.447.834.713.429.000;7,30;73
2017-07-12 15:00:21+00:00;37.323.724.850.048.000;14.289.533.077.023.600;14,00;78
2017-07-12 16:00:21+00:00;4.514.371.027.821.680;12.286.785.301.540.100;1,20;90
2017-07-12 17:00:21+00:00;3.008.500.407.157.130;14.486.977.064.754.600;9,47;99
2017-07-12 18:00:21+00:00;39.626.506.945.788.600;16.825.993.312.537.800;15,14;79
2017-07-12 19:00:21+00:00;2.784.376.853.063.450;1.052.683.977.468.930;1,12;100
2017-07-12 20:00:21+00:00;38.941.662.990.175.000;11.840.621.966.862.300;8,69;100
2017-07-12 21:00:21+00:00;59.817.840.136.476.700;11.941.080.687.634.200;9,46;100
2017-07-12 22:00:21+00:00;2.958.843.620.121.690;14.279.914.109.910.200;15,25;100
2017-07-12 23:00:21+00:00;19.681.235.185.864.300;15.557.268.810.046.600;14,97;100
2017-07-13 00:00:21+00:00;4.635.843.211.503.620;930.485.316.854.783;5,98;6
2017-07-13 01:00:21+00:00;31.885.446.402.344.500;13.079.978.388.196.800;9,18;70
2017-07-13 02:00:21+00:00;251.719.028.257.892;13.593.584.045.285.500;10,41;71
2017-07-13 03:00:21+00:00;24.738.786.931.442.600;15.664.640.008.853.200;1,31;75
2017-07-13 04:00:21+00:00;39.104.950.985.840.500;1.135.175.326.570.350;10,14;85
2017-07-13 05:00:21+00:00;3.503.264.147.013.760;15.295.603.708.879.600;9,73;76
2017-07-13 06:00:21+00:00;51.330.342.363.036.600;14.235.908.056.365.900;10,17;100
2017-07-13 07:00:21+00:00;3.880.142.896.770.690;1.782.907.418.787.280;10,52;100
2017-07-13 08:00:21+00:00;4.534.542.152.920.200;1.884.763.706.697.510;16,60;100
2017-07-13 09:00:21+00:00;3.467.812.057.896.420;15.455.796.235.941.900;12,47;100
2017-07-13 10:00:21+00:00;4.169.640.904.102.640;12.893.249.238.872.700;9,87;40
2017-07-13 11:00:21+00:00;34.079.902.199.556.000;14.715.470.914.342.500;10,92;100
2017-07-13 12:00:21+00:00;5.777.462.144.815.480;14.935.800.984.931.700;11,63;93
2017-07-13 13:00:21+00:00;4.066.152.678.617.280;14.802.914.700.914.400;12,66;100
2017-07-13 14:00:21+00:00;16.211.400.191.072.300;14.544.909.428.418.800;0,93;100
2017-07-13 15:00:21+00:00;322.698.604.006.444;14.820.909.783.264.700;10,39;100
2017-07-13 16:00:21+00:00;3.710.985.229.948.740;16.071.567.931.328.300;1,08;65
2017-07-13 17:00:21+00:00;3.290.179.528.608.480;1.885.752.639.209.670;9,94;67
2017-07-13 18:00:21+00:00;47.632.755.736.784.000;9.135.519.673.088.250;10,87;60
2017-07-13 19:00:21+00:00;2.779.850.493.119.620;16.678.292.814.102.000;14,70;11
2017-07-13 20:00:21+00:00;3.547.653.983.789.430;1.386.855.778.337.820;9,47;100
2017-07-13 21:00:21+00:00;47.734.158.851.468.300;11.608.866.377.807.500;9,76;100
2017-07-13 22:00:21+00:00;18.736.797.741.026.700;10.247.983.207.816.100;5,87;10
2017-07-13 23:00:21+00:00;22.815.418.160.671.100;14.266.258.579.923.100;12,41;58
2017-07-14 00:00:21+00:00;5.992.358.014.396.470;13.612.460.245.991.000;15,69;100
2017-07-14 01:00:21+00:00;31.757.910.434.168.700;10.908.066.786.524.600;10,63;97
2017-07-14 02:00:21+00:00;462.744.781.012.502;13.450.632.013.163.600;6,80;100
2017-07-14 03:00:21+00:00;4.825.807.465.679.510;1.604.043.844.842.410;9,76;59
2017-07-14 04:00:21+00:00;17.449.790.938.814.300;17.289.088.648.234.400;10,86;100
2017-07-14 05:00:21+00:00;2.442.795.717.990.790;13.834.180.861.389.400;10,23;36
2017-07-14 06:00:21+00:00;3.555.135.579.968.640;13.826.961.977.751.000;10,93;36
2017-07-14 07:00:21+00:00;26.306.213.274.866.800;15.036.242.651.039.200;14,85;100
2017-07-14 08:00:21+00:00;39.569.192.714.005.800;16.351.605.564.907.600;10,37;100
2017-07-14 09:00:21+00:00;4.212.048.803.498.040;13.970.231.603.837.300;11,22;100
2017-07-14 10:00:21+00:00;3.783.278.582.935.170;1.437.483.620.077.640;6,22;76
2017-07-14 11:00:21+00:00;3.530.629.863.113.060;12.556.498.378.852.400;7,99;80
2017-07-14 12:00:21+00:00;4.307.325.644.174.350;13.142.464.536.613.100;7,83;100
2017-07-14 13:00:21+00:00;51.436.247.837.151.800;11.982.251.751.720.800;5,30;86
2017-07-14 14:00:21+00:00;53.211.470.303.195.700;11.014.982.523.324.100;10,33;28
2017-07-14 15:00:21+00:00;4.017.307.889.134.140;10.601.846.447.528.400;7,17;9
2017-07-14 16:00:21+00:00;2.517.718.872.685.850;11.433.541.108.561.800;0,95;49
2017-07-14 17:00:21+00:00;3.421.450.311.759.720;11.266.540.427.169.100;6,25;66
2017-07-14 18:00:21+00:00;4.392.500.686.834.410;142.498.259.108.957;13,75;93
2017-07-14 19:00:21+00:00;4.917.641.102.245.500;1.461.185.723.559.830;9,78;100
2017-07-14 20:00:21+00:00;49.605.465.143.174.700;12.504.699.701.425.800;12,23;100
2017-07-14 21:00:21+00:00;34.114.024.989.418.700;11.489.396.826.980.900;0,01;85
2017-07-14 22:00:21+00:00;3.635.025.715.799.610;1.874.543.569.238.350;15,51;100
2017-07-14 23:00:21+00:00;4.263.384.255.810.680;12.455.110.346.643.300;10,67;99
2017-07-15 00:00:21+00:00;5.481.985.163.901.110;12.085.794.489.038.700;7,65;100
2017-07-15 01:00:21+00:00;27.417.797.272.467.700;9.708.897.319.441.990;0,45;100
2017-07-15 02:00:21+00:00;4.093.613.244.312.040;14.779.370.175.223.100;12,21;100
2017-07-15 03:00:21+00:00;27.208.790.887.639.500;17.938.392.420.740.500;14,78;100
2017-07-15 04:00:21+00:00;5.068.339.348.418.280;13.072.209.456.790.400;9,71;54
2017-07-15 05:00:21+00:00;3.547.439.808.784.620;1.268.335.326.044.210;8,50;10
2017-07-15 06:00:21+00:00;3.833.621.947.898.090;1.419.633.216.541.390;0,96;100
2017-07-15 07:00:21+00:00;24.540.061.713.218.900;14.271.132.976.446.100;8,46;40
2017-07-15 08:00:21+00:00;3.250.435.120.986.450;7.470.610.983.361.030;7,89;100
2017-07-15 09:00:21+00:00;6.031.435.410.543.220;15.096.025.888.302.900;10,68;16
2017-07-15 10:00:21+00:00;4.160.631.661.264.050;18.074.096.385.356.000;12,57;74
2017-07-15 11:00:21+00:00;3.789.135.756.421.910;13.660.704.939.573.000;12,19;8
2017-07-15 12:00:21+00:00;53.203.032.192.984.100;1.326.144.406.292.300;9,56;62
2017-07-15 13:00:21+00:00;54.086.248.087.053.000;15.452.966.428.390.900;11,17;91
2017-07-15 14:00:21+00:00;34.388.389.870.438.400;15.164.907.353.189.400;14,39;100
2017-07-15 15:00:21+00:00;25.620.647.548.394.600;13.944.904.586.162.500;0,89;85
2017-07-15 16:00:21+00:00;3.285.696.647.358.990;15.400.484.726.582.500;10,13;100
2017-07-15 17:00:21+00:00;3.014.309.467.754.240;15.515.640.698.445.700;8,63;100
2017-07-15 18:00:21+00:00;3.799.124.762.675.600;10.678.905.717.915.100;0,08;37
2017-07-15 19:00:21+00:00;4.015.268.573.693.120;10.738.425.045.235.800;7,41;100
2017-07-15 20:00:21+00:00;6.907.721.177.946.580;10.392.045.566.223.600;12,04;59
2017-07-15 21:00:21+00:00;23.735.085.738.092.900;98.530.788.952.933;0,67;2
2017-07-15 22:00:21+00:00;18.033.640.567.831.500;15.491.390.901.050.700;13,69;14
2017-07-15 23:00:21+00:00;27.242.415.960.302.300;1.549.717.088.169.400;10,66;100
2017-07-16 00:00:21+00:00;-3.700.322.668.557.480;14.611.360.693.613.200;13,32;90
2017-07-16 01:00:21+00:00;973.832.657.200.686;1.755.698.533.117.800;16,95;92
2017-07-16 02:00:21+00:00;18.895.155.524.024.100;1.277.702.559.489.750;9,17;48
2017-07-16 03:00:21+00:00;5.072.207.965.987.140;11.851.137.205.570.700;9,14;100
2017-07-16 04:00:21+00:00;181.455.420.949.908;13.822.600.719.818.200;10,63;100
2017-07-16 05:00:21+00:00;12.737.407.489.776.700;16.295.866.868.081.400;1,36;97
2017-07-16 06:00:21+00:00;25.331.125.125.260.600;12.091.690.184.488.800;1,17;100
2017-07-16 07:00:21+00:00;3.878.339.274.948.950;18.236.523.711.901.100;13,34;100
2017-07-16 08:00:21+00:00;29.069.226.397.429.600;13.351.103.175.730.900;12,78;49
2017-07-16 09:00:21+00:00;3.068.806.317.171.790;14.769.579.530.207.600;12,22;67
2017-07-16 10:00:21+00:00;28.054.607.012.306.800;1.391.952.213.967.830;14,29;77
2017-07-16 11:00:21+00:00;1.900.318.528.214.580;12.561.965.381.030.200;10,73;90
2017-07-16 12:00:21+00:00;22.850.785.951.328.100;15.733.477.474.094.600;9,78;73
2017-07-16 13:00:21+00:00;28.468.932.317.473.400;5.094.482.532.129.500;5,50;64
2017-07-16 14:00:21+00:00;4.399.258.725.019.510;1.270.358.734.436.690;10,18;23
2017-07-16 15:00:21+00:00;2.045.586.226.540.590;15.454.318.759.268.100;1,18;100
2017-07-16 16:00:21+00:00;500.154.120.864.481;10.002.971.597.542.000;9,04;100
2017-07-16 17:00:21+00:00;44.980.161.553.454.800;11.824.737.088.067.500;50,00;100
2017-07-16 18:00:21+00:00;16.024.811.431.139.100;12.328.691.527.107.700;0,95;100
2017-07-16 19:00:21+00:00;40.812.559.639.411.300;1.272.433.648.357.650;9,14;89
2017-07-16 20:00:21+00:00;3.685.041.642.610.080;12.063.736.848.886.600;1,10;100
2017-07-16 21:00:21+00:00;539.495.115.673.281;11.053.860.296.436.600;8,19;3
2017-07-16 22:00:21+00:00;2.516.617.041.290.830;13.352.878.579.428.800;1,10;44
2017-07-16 23:00:21+00:00;4.314.154.346.125.450;1.547.942.341.600.770;1,27;100
2017-07-17 00:00:21+00:00;4.536.765.753.834.980;14.453.011.303.340.600;12,55;47
2017-07-17 01:00:21+00:00;12.235.648.852.847.400;16.016.134.836.756.500;1,19;100
2017-07-17 02:00:21+00:00;5.249.744.945.727.530;13.038.459.590.226.500;12,84;100
2017-07-17 03:00:21+00:00;24.938.011.766.786.300;16.579.907.520.966.300;15,34;9
2017-07-17 04:00:21+00:00;4.279.396.597.849.700;1.043.014.448.383.310;1,21;100
2017-07-17 05:00:21+00:00;31.460.416.303.315.500;1.670.619.076.148.630;1,16;13
2017-07-17 06:00:21+00:00;3.204.705.155.512.960;16.174.785.571.546.100;13,30;100
2017-07-17 07:00:21+00:00;2.678.261.798.564.530;9.697.678.723.229.170;4,59;100
2017-07-17 08:00:21+00:00;27.510.932.182.818.300;14.660.788.151.736.400;9,48;100
2017-07-17 09:00:21+00:00;41.429.356.853.308.800;13.218.780.657.089.100;12,06;35
2017-07-17 10:00:21+00:00;53.789.986.514.374.700;13.267.400.162.005.600;10,38;10
2017-07-17 11:00:21+00:00;19.914.845.372.492.800;13.685.254.728.583.600;9,02;95
2017-07-17 12:00:21+00:00;29.358.065.190.472.300;1.202.264.876.542.750;1,12;74
2017-07-17 13:00:21+00:00;3.798.896.418.505.030;15.802.632.751.911.800;13,31;100
2017-07-17 14:00:21+00:00;3.821.758.966.379.820;13.534.993.806.570.200;6,04;100
2017-07-17 15:00:21+00:00;4.305.542.358.180.690;10.796.627.409.021.500;10,85;100
2017-07-17 16:00:21+00:00;5.044.859.939.225.640;134.337.543.826.606;10,87;94
2017-07-17 17:00:21+00:00;140.807.882.324.438;12.374.627.005.956.200;0,88;88
2017-07-17 18:00:21+00:00;2.765.350.103.334.170;15.019.265.039.787.500;0,93;95
2017-07-17 19:00:21+00:00;5.019.140.901.792.220;10.334.225.569.493.400;9,19;71
2017-07-17 20:00:21+00:00;3.132.227.507.482.590;18.383.849.618.222.700;1,37;92
2017-07-17 21:00:21+00:00;20.726.807.790.225.300;13.817.480.121.624.600;10,76;13
2017-07-17 22:00:21+00:00;2.056.899.138.702.070;10.525.883.188.514.200;8,53;100
2017-07-17 23:00:21+00:00;3.559.064.619.400.490;13.035.236.043.845.400;0,11;68
2017-07-18 00:00:21+00:00;30.734.367.772.405.000;1.235.424.697.937.180;10,46;53
2017-07-18 01:00:21+00:00;63.921.482.961.872.600;11.596.284.366.243.000;1,23;37
2017-07-18 02:00:21+00:00;3.313.551.875.403.330;14.556.270.656.111.100;8,09;100
2017-07-18 03:00:21+00:00;23.621.352.008.445.900;18.936.261.165.680.600;1,40;16
2017-07-18 04:00:21+00:00;49.712.865.470.350.200;1.806.028.314.634.020;1,66;93
2017-07-18 05:00:21+00:00;3.434.818.256.847.170;1.401.343.071.153.170;15,33;24
2017-07-18 06:00:21+00:00;4.622.515.758.028.950;11.631.260.785.566.100;11,64;72
2017-07-18 07:00:21+00:00;5.935.945.768.803.040;14.204.126.823.780.400;12,38;83
2017-07-18 08:00:21+00:00;5.374.408.040.556.210;15.315.694.050.443.500;14,01;56
2017-07-18 09:00:21+00:00;40.125.555.229.897.800;14.019.079.016.025.500;12,91;11
2017-07-18 10:00:21+00:00;4.413.656.294.405.250;15.332.681.504.267.000;0,11;100
2017-07-18 11:00:21+00:00;52.352.314.832.934.400;14.601.968.448.417.100;12,90;9
2017-07-18 12:00:21+00:00;23.045.575.657.774.300;14.215.733.897.913.200;0,94;100
2017-07-18 13:00:21+00:00;2.003.448.038.907.570;1.057.449.188.491.290;8,73;100
2017-07-18 14:00:21+00:00;614.422.152.515.808;1.320.885.946.154.340;0,96;74
2017-07-18 15:00:21+00:00;176.944.338.259.299;1.816.083.840.778.360;15,48;58
2017-07-18 16:00:21+00:00;6.409.680.613.702.580;14.713.122.088.167.100;1,07;15
2017-07-18 17:00:21+00:00;2.553.431.945.334.060;16.359.574.921.420.000;13,24;68
2017-07-18 18:00:21+00:00;22.053.527.180.479.900;18.404.639.717.278.400;12,72;97
2017-07-18 19:00:21+00:00;4.685.250.368.116.210;10.664.189.305.799.300;7,80;15
2017-07-18 20:00:21+00:00;12.492.575.809.615.800;1.983.054.527.535.470;18,19;71
2017-07-18 21:00:21+00:00;6.750.778.446.153.820;15.885.881.222.293.100;0,90;92
2017-07-18 22:00:21+00:00;5.904.028.747.188.500;16.344.327.564.603.800;13,20;95
2017-07-18 23:00:21+00:00;55.905.388.584.750.800;11.899.326.793.314.100;12,33;100
2017-07-19 00:00:21+00:00;15.339.172.551.453.500;15.282.024.637.530.400;14,01;100
2017-07-19 01:00:21+00:00;52.897.322.778.702.600;11.581.214.061.368.800;9,44;90
2017-07-19 02:00:21+00:00;506.248.608.940.949;13.888.063.553.255.800;1,26;100
2017-07-19 03:00:21+00:00;3.735.501.572.868.520;14.342.254.525.672.000;10,00;13
2017-07-19 04:00:21+00:00;4.654.826.761.455.460;12.945.709.325.056.100;11,83;100
2017-07-19 05:00:21+00:00;4.233.764.081.576.210;16.316.468.400.059.900;1,55;100
2017-07-19 06:00:21+00:00;2.056.477.016.253.010;1.226.384.419.314.340;10,28;76
2017-07-19 07:00:21+00:00;31.918.597.430.208.400;864.346.705.999.381;8,92;100
2017-07-19 08:00:21+00:00;3.193.494.218.570.430;12.933.685.819.816.300;8,32;100
2017-07-19 09:00:21+00:00;1.493.387.878.948.320;16.566.189.059.135.300;10,93;100
2017-07-19 10:00:21+00:00;42.812.851.913.815.500;1.948.319.255.200.630;17,15;14
2017-07-19 11:00:21+00:00;4.872.668.534.203.780;16.717.030.162.057.600;1,83;40
2017-07-19 12:00:21+00:00;4.031.396.634.937.620;1.611.334.900.567.650;13,07;100
2017-07-19 13:00:21+00:00;5.989.076.126.336.020;12.606.426.477.929.100;1,19;40
2017-07-19 14:00:21+00:00;3.777.601.071.154.750;19.113.343.377.031.700;9,42;12
2017-07-19 15:00:21+00:00;3.515.810.290.011.370;15.185.222.151.352.200;1,34;100
2017-07-19 16:00:21+00:00;27.790.663.875.176.100;15.279.883.187.742.100;11,24;11
2017-07-19 17:00:21+00:00;38.480.296.684.872.400;15.049.161.703.108.300;1,60;100
2017-07-19 18:00:21+00:00;22.032.218.712.696.700;10.715.091.406.448.300;10,12;99
2017-07-19 19:00:21+00:00;57.740.450.469.489.900;1.445.640.425.730.020;11,73;91
2017-07-19 20:00:21+00:00;41.984.987.304.937.000;9.995.975.950.098.850;0,07;100
2017-07-19 21:00:21+00:00;492.545.489.763.093;15.531.364.630.680.100;14,99;100
2017-07-19 22:00:21+00:00;4.989.213.754.150.340;14.340.709.526.864.700;1,41;100
2017-07-19 23:00:21+00:00;455.894.430.063.804;1.199.180.896.824.350;7,98;86
2017-07-20 00:00:21+00:00;21.400.417.037.529.100;1.625.734.351.851.510;15,35;93
2017-07-20 01:00:21+00:00;-30.400.943.004.121.000;12.655.584.332.412.700;12,16;100
2017-07-20 02:00:21+00:00;6.380.383.396.024.370;12.714.144.922.716.100;10,72;77
2017-07-20 03:00:21+00:00;3.527.015.279.708.130;14.820.510.262.078.000;13,52;100
2017-07-20 04:00:21+00:00;3.124.684.419.433.650;13.486.651.430.898.400;11,92;87
2017-07-20 05:00:21+00:00;3.195.498.199.752.210;1.409.132.190.938.950;9,20;67
2017-07-20 06:00:21+00:00;2.864.855.438.998.840;16.029.569.614.361.000;13,54;100
2017-07-20 07:00:21+00:00;3.607.747.468.730.380;11.733.772.501.301.900;0,91;100
2017-07-20 08:00:21+00:00;35.393.065.828.252.200;11.528.280.609.381.500;7,05;100
2017-07-20 09:00:21+00:00;3.727.619.958.360.860;12.960.350.425.305.700;0,88;48
2017-07-20 10:00:21+00:00;3.250.844.625.118.130;13.372.382.577.113.200;7,38;26
2017-07-20 11:00:21+00:00;4.630.053.076.662.170;15.082.856.186.648.800;8,59;89
2017-07-20 12:00:21+00:00;42.965.124.231.926.700;182.358.898.447.995;1,34;100
2017-07-20 13:00:21+00:00;2.875.967.341.743.480;134.212.405.031.971;12,95;69
2017-07-20 14:00:21+00:00;3.800.256.724.154.980;1.361.291.411.266.940;8,31;55
2017-07-20 15:00:21+00:00;21.294.699.363.340.600;11.944.470.759.380.000;0,72;45
2017-07-20 16:00:21+00:00;4.428.374.858.309.090;11.650.034.116.063.000;13,15;100
2017-07-20 17:00:21+00:00;5.651.207.275.110.410;15.168.214.806.923.600;10,23;100
2017-07-20 18:00:21+00:00;4.681.925.251.636.320;13.619.784.788.897.300;10,96;91
2017-07-20 19:00:21+00:00;33.302.012.710.191.800;16.550.443.907.966.600;1,42;75
2017-07-20 20:00:21+00:00;2.208.892.931.836.550;16.286.335.849.849.500;12,63;12
2017-07-20 21:00:21+00:00;4.347.025.470.605.230;15.634.392.602.364.700;12,42;90
2017-07-20 22:00:21+00:00;29.370.695.786.654.800;9.980.715.894.212.400;50,00;83
2017-07-20 23:00:21+00:00;35.259.128.775.197.100;15.182.802.791.919.700;10,85;100
2017-07-21 00:00:21+00:00;46.270.424.842.714.500;11.257.316.076.742.500;9,65;92
2017-07-21 01:00:21+00:00;27.113.704.256.875.600;8.954.610.364.979.260;4,76;65
2017-07-21 02:00:21+00:00;3.668.069.511.654.400;14.061.107.733.369.700;14,11;66
2017-07-21 03:00:21+00:00;20.960.851.986.616.100;1.681.955.552.551.260;9,87;100
2017-07-21 04:00:21+00:00;30.725.457.712.352.500;152.517.638.916.232;1,26;76
2017-07-21 05:00:21+00:00;3.069.337.026.513.940;11.385.913.841.062.100;0,70;100
2017-07-21 06:00:21+00:00;4.852.172.162.066.110;20.309.444.847.754.300;17,19;100
2017-07-21 07:00:21+00:00;3.753.938.618.342.300;15.506.362.756.901.900;1,05;61
2017-07-21 08:00:21+00:00;2.790.828.922.235.180;11.482.961.091.158.000;1,04;100
2017-07-21 09:00:21+00:00;32.300.617.105.962.200;8.562.245.432.609.620;0,85;95
2017-07-21 10:00:21+00:00;4.889.629.814.702.490;13.028.786.892.368.200;12,23;63
2017-07-21 11:00:21+00:00;17.505.964.995.946.900;8.760.382.436.852.370;6,03;100
2017-07-21 12:00:21+00:00;26.285.128.461.173.100;11.026.798.276.004.500;11,83;100
2017-07-21 13:00:21+00:00;2.391.921.840.087.590;9.403.218.448.390.570;7,63;7
2017-07-21 14:00:21+00:00;3.854.261.907.426.720;11.696.722.155.339.000;9,27;100
2017-07-21 15:00:21+00:00;3.780.172.457.630.720;12.230.655.080.599.100;10,89;100
2017-07-21 16:00:21+00:00;3.461.006.858.556.540;11.405.397.294.428.700;50,00;100
2017-07-21 17:00:21+00:00;32.429.807.120.168.600;19.105.480.262.277.900;14,83;41
2017-07-21 18:00:21+00:00;1.868.717.164.306.710;13.072.116.072.126.000;11,18;17
2017-07-21 19:00:21+00:00;2.242.235.697.153.360;16.747.171.607.379.800;12,23;8
2017-07-21 20:00:21+00:00;4.258.210.839.416.220;14.906.115.518.114.200;11,85;100
2017-07-21 21:00:21+00:00;17.181.373.992.692.900;13.022.801.179.876.900;1,38;74
2017-07-21 22:00:21+00:00;3.271.537.055.081.950;12.365.109.192.362.000;8,29;8
2017-07-21 23:00:21+00:00;46.611.985.082.979.800;16.802.674.051.916.700;15,05;11
2017-07-22 00:00:21+00:00;3.938.103.094.602.560;11.011.317.952.188.600;50,00;79
2017-07-22 01:00:21+00:00;27.517.496.808.614.500;12.004.305.250.603.700;9,77;49
2017-07-22 02:00:21+00:00;4.545.535.569.337.520;11.968.109.048.582.100;10,64;100
2017-07-22 03:00:21+00:00;26.330.547.510.442.100;13.706.409.523.711.800;12,61;100
2017-07-22 04:00:21+00:00;37.218.861.679.487.300;11.320.417.313.664.300;0,01;100
2017-07-22 05:00:21+00:00;2.478.238.936.251.990;15.797.632.813.246.200;14,13;100
2017-07-22 06:00:21+00:00;1.557.841.133.955.840;16.132.384.461.338.800;12,55;84
2017-07-22 07:00:21+00:00;3.478.660.075.866.900;11.783.680.961.149.200;8,57;100
2017-07-22 08:00:21+00:00;5.056.724.926.878.210;1.480.464.271.674.770;13,91;100
2017-07-22 09:00:21+00:00;5.101.974.507.962.560;11.486.957.717.524.700;5,51;100
2017-07-22 10:00:21+00:00;4.483.508.803.750.630;13.958.857.009.654.400;10,36;87
2017-07-22 11:00:21+00:00;4.364.146.579.296.690;16.363.765.031.376.700;12,59;100
2017-07-22 12:00:21+00:00;4.521.480.799.561.340;13.775.624.380.552.100;11,38;100
2017-07-22 13:00:21+00:00;3.310.661.568.593.100;13.270.190.670.756.000;12,42;92
2017-07-22 14:00:21+00:00;1.744.414.592.052.780;19.075.046.675.935.700;15,67;38
2017-07-22 15:00:21+00:00;3.736.805.523.289.540;1.439.915.066.655.900;11,08;76
2017-07-22 16:00:21+00:00;4.842.082.500.458.850;11.479.647.350.765.900;10,85;97
2017-07-22 17:00:21+00:00;4.750.881.515.360.490;11.291.001.575.116.900;9,60;13
2017-07-22 18:00:21+00:00;36.366.370.629.713.900;1.905.478.701.530.740;15,50;100
2017-07-22 19:00:21+00:00;4.062.457.722.347.450;1.172.830.547.454.430;12,59;10
2017-07-22 20:00:21+00:00;18.350.533.035.266.900;11.823.472.956.174.500;11,40;93
2017-07-22 21:00:21+00:00;55.487.917.615.840.700;13.590.062.383.257.400;16,18;85
2017-07-22 22:00:21+00:00;33.392.131.657.741.700;15.300.599.458.064.800;8,33;77
2017-07-22 23:00:21+00:00;9.800.111.767.249.110;10.515.421.302.223.700;11,00;100
2017-07-23 00:00:21+00:00;3.407.578.823.333.520;1.284.939.184.478.910;13,25;100
2017-07-23 01:00:21+00:00;3.787.910.467.868.260;10.270.817.774.822.400;6,85;100
2017-07-23 02:00:21+00:00;42.571.193.055.159.200;13.154.240.085.066.900;10,29;36
2017-07-23 03:00:21+00:00;33.833.408.447.523.700;15.518.146.743.541.300;12,59;49
2017-07-23 04:00:21+00:00;2.841.632.959.771.990;12.915.847.264.402.500;9,44;100
2017-07-23 05:00:21+00:00;2.687.115.979.036.220;1.830.282.021.402.590;13,96;94
2017-07-23 06:00:21+00:00;36.399.892.542.371.900;11.470.861.616.302.100;15,79;27
2017-07-23 07:00:21+00:00;3.300.707.116.324.440;14.053.410.713.089.000;1,12;100
2017-07-23 08:00:21+00:00;597.839.154.078.944;1.669.696.057.976.150;14,54;100
2017-07-23 09:00:21+00:00;30.390.734.899.038.600;15.972.716.009.480.900;13,53;42
2017-07-23 10:00:21+00:00;2.315.558.039.036.800;1.993.617.652.699.160;1,61;95
2017-07-23 11:00:21+00:00;4.912.769.014.956.150;14.310.575.332.013.700;0,09;100
2017-07-23 12:00:21+00:00;3.644.973.725.925.230;11.354.123.435.755.400;11,01;100
2017-07-23 13:00:21+00:00;4.712.400.254.443.450;1.372.849.673.202.060;10,89;100
2017-07-23 14:00:21+00:00;3.525.351.008.474.740;11.491.705.998.939.100;6,08;100
2017-07-23 15:00:21+00:00;4.460.796.850.803.700;13.817.511.394.063.200;11,38;100
2017-07-23 16:00:21+00:00;5.050.880.075.184.850;16.517.618.833.492.300;13,83;100
2017-07-23 17:00:21+00:00;5.313.043.544.347.880;15.215.181.127.667.400;14,49;17
2017-07-23 18:00:21+00:00;45.397.676.395.370.500;13.271.784.466.650.400;0,79;23
2017-07-23 19:00:21+00:00;9.675.129.350.331.820;11.858.580.372.633.000;9,25;100
2017-07-23 20:00:21+00:00;15.878.838.771.971.700;1.431.380.645.853.830;10,09;91
2017-07-23 21:00:21+00:00;3.889.891.077.619.050;14.810.314.351.163.400;10,18;100
2017-07-23 22:00:21+00:00;18.115.994.373.648.100;1.048.283.906.952.770;8,84;25
2017-07-23 23:00:21+00:00;22.669.994.931.223.700;11.052.686.619.126.600;7,95;100
